num_provers,block_number,iteration,sync_time_ms,consensus_oracle_time_ms,execution_oracle_time_ms,memory_bytes,cpu_percent,network_bytes_in,network_bytes_out,timestamp
1,9100,0,25188,0,0,9053105743.64375,24.39,13145489,1097756,2025-07-25T12:27:01+02:00
1,9100,1,22383,0,0,9030562674.066914,22.74,13100647,978518,2025-07-25T12:27:23+02:00
1,9100,2,20120,0,0,9042548262.55549,22.29,1478208,475183,2025-07-25T12:27:44+02:00
1,9100,3,44443,0,0,9047559780.549253,22.19,13240137,1153306,2025-07-25T12:28:28+02:00
1,9100,4,10006,0,0,9049338343.753334,22.83,1492648,446674,2025-07-25T12:28:38+02:00
2,9100,0,64419,0,0,9041566986.304964,22.15,14838361,1563961,2025-07-25T12:29:43+02:00
2,9100,1,42577,0,0,9048024134.489235,22.15,14523159,1532753,2025-07-25T12:30:25+02:00
2,9100,2,180579,0,0,9099532376.246798,25.72,26307889,2245227,2025-07-25T12:33:26+02:00
2,9100,3,63040,0,0,9115907423.677464,39.5,26216216,2175709,2025-07-25T12:34:29+02:00
2,9100,4,137934,0,0,9146344510.233984,38.73,26284802,2301357,2025-07-25T12:36:47+02:00
3,9100,0,117486,0,0,9135944734.257418,39.34,39344300,3160194,2025-07-25T12:38:45+02:00
3,9100,1,86332,0,0,9145950247.454754,39.69,39478752,2888166,2025-07-25T12:40:11+02:00
3,9100,2,45857,0,0,9122399617.44211,39.07,16007104,1758636,2025-07-25T12:40:57+02:00
3,9100,3,78427,0,0,9323561248.800106,41.8,28039029,4310106,2025-07-25T12:42:16+02:00
3,9100,4,53588,0,0,9176869210.741442,39.3,15984799,1959218,2025-07-25T12:43:10+02:00
4,9100,0,118655,0,0,9183878326.816633,39.370000000000005,29223393,3106809,2025-07-25T12:45:08+02:00
4,9100,1,84674,0,0,9171060405.794128,37.120000000000005,29071717,3022791,2025-07-25T12:46:33+02:00
4,9100,2,119775,0,0,9172549842.960106,22.52,40763951,3480432,2025-07-25T12:48:33+02:00
4,9100,3,96212,0,0,9176877972.136536,22.28,29079635,2847058,2025-07-25T12:50:10+02:00
4,9100,4,209999,0,0,9159442795.899498,22.37,41475947,3882456,2025-07-25T12:53:40+02:00
5,9100,0,99660,0,0,9161720758.623936,23.23,42183187,3840238,2025-07-25T12:55:19+02:00
5,9100,1,98386,0,0,9184982262.598476,35.66,42165358,3718933,2025-07-25T12:56:58+02:00
5,9100,2,66445,0,0,9185043592.364134,39.81,19034924,2758901,2025-07-25T12:58:05+02:00
5,9100,3,87719,0,0,9177044438.643322,39.69,42210514,3779289,2025-07-25T12:59:32+02:00
5,9100,4,58966,0,0,9191711014.03066,39.54,18857118,2746109,2025-07-25T13:00:31+02:00
0,10100,0,36,0,0,9193568429.790586,40.93,1225,459,2025-07-25T13:00:32+02:00
0,10100,1,36,0,0,9190493180.112597,44.6,1159,393,2025-07-25T13:00:32+02:00
0,10100,2,36,0,0,9180811838.533737,41.77,1159,393,2025-07-25T13:00:32+02:00
0,10100,3,36,0,0,9183335120.320807,41.6,1159,393,2025-07-25T13:00:32+02:00
0,10100,4,36,0,0,9188758423.883986,46.98,1159,393,2025-07-25T13:00:32+02:00
1,10100,0,8875,0,0,9182003388.26652,39.48,1495298,435666,2025-07-25T13:00:41+02:00
1,10100,1,8927,0,0,9188916128.995678,39.33,1491380,435138,2025-07-25T13:00:50+02:00
1,10100,2,22400,0,0,9181600364.092197,39.65,13113451,899098,2025-07-25T13:01:13+02:00
1,10100,3,8922,0,0,9192175367.970642,39.48,1498370,435008,2025-07-25T13:01:22+02:00
1,10100,4,8930,0,0,9186638166.27124,39.25,1490926,436549,2025-07-25T13:01:31+02:00
2,10100,0,56117,0,0,9184658090.98,39.22,26200943,1826426,2025-07-25T13:02:27+02:00
2,10100,1,56557,0,0,9171682464.8458,25.2,26199011,1845777,2025-07-25T13:03:24+02:00
2,10100,2,55994,0,0,9178209704.190823,22.4,26244905,2005586,2025-07-25T13:04:20+02:00
2,10100,3,43769,0,0,9173084288.060839,22.24,14570933,1371145,2025-07-25T13:05:04+02:00
2,10100,4,34620,0,0,9174214508.027964,22.04,14560514,1328395,2025-07-25T13:05:39+02:00
3,10100,0,54509,0,0,9181521511.53635,22.11,16007580,1820084,2025-07-25T13:06:33+02:00
3,10100,1,78773,0,0,9182537833.367254,21.89,39305387,2726027,2025-07-25T13:07:52+02:00
3,10100,2,57356,0,0,9205045857.363712,32.96,27671668,2353036,2025-07-25T13:08:50+02:00
3,10100,3,63972,0,0,9207972163.325106,36.879999999999995,27803372,2303068,2025-07-25T13:09:54+02:00
3,10100,4,78571,0,0,9196643679.468576,39.2,39298515,2775749,2025-07-25T13:11:12+02:00
4,10100,0,70947,0,0,9195180526.48788,39.32,40727451,3258664,2025-07-25T13:12:23+02:00
4,10100,1,76059,0,0,9196100472.97275,39.53,40765023,3191554,2025-07-25T13:13:40+02:00
4,10100,2,58976,0,0,9208226243.782831,39.92,29229913,2893523,2025-07-25T13:14:39+02:00
4,10100,3,88578,0,0,9203889353.211306,39.239999999999995,52402935,3692649,2025-07-25T13:16:07+02:00
4,10100,4,72297,0,0,9201243411.892921,39.46,29176827,2786377,2025-07-25T13:17:20+02:00
5,10100,0,102148,0,0,9193069030.27023,39.59,42167061,3659875,2025-07-25T13:19:02+02:00
5,10100,1,81066,0,0,9202294779.3042,39.29,30541469,3145933,2025-07-25T13:20:23+02:00
5,10100,2,103207,0,0,9195706210.19352,39.23,53791738,4120875,2025-07-25T13:22:07+02:00
5,10100,3,87926,0,0,9201497492.350647,39.33,42159759,3606171,2025-07-25T13:23:35+02:00
5,10100,4,74136,0,0,9199648837.985815,39.33,30543955,3182067,2025-07-25T13:24:49+02:00
